iter	RMSE
954	0.04938213962
955	0.04918954568
956	0.04896938545
957	0.0487256168
958	0.04849883008
959	0.0482603039
960	0.04807454535
961	0.04789054677
962	0.04771512742
963	0.04753830196
964	0.04735743324
965	0.04718376836
966	0.04696403342
967	0.04678705161
968	0.04661624586
969	0.04644267661
970	0.04627490851
971	0.04606549028
972	0.04589692145
973	0.04573178624
974	0.04556304368
975	0.04540083758
976	0.04524122291
977	0.0449810273
978	0.04479602549
979	0.04461347514
980	0.04436412572
981	0.04415781356
982	0.04399705492
983	0.04380706173
984	0.04364929032
985	0.04340881571
986	0.04325513732
987	0.04301095671
988	0.0428079748
989	0.04260844515
990	0.04241230905
991	0.04220465071
992	0.04199990982
993	0.04181136283
994	0.04161148065
995	0.04144746974
996	0.04129848618
997	0.04113091123
998	0.0409630137
999	0.0407728521
